title,text,url,label
Trump threatens Harvard's tax-exempt status after freezing $2bn funding,"Trump threatens Harvard's tax-exempt status after freezing $2bn funding

29 minutes ago Share Save Brandon Drenon BBC News, Washington DC Share Save

Getty Images Protesters had called for the university to reject demands from the White House

President Donald Trump has called for Harvard University to lose a valuable tax break, hours after his administration announced it is freezing more than $2bn (£1.5bn) in federal funds for the elite institution. The White House has demanded the oldest university in the US make changes to hiring, admissions and teaching practices which it says will help fight antisemitism on campus. Since returning to office, Trump has pushed to reshape top universities by threatening to withhold federal funds that are mostly designated for research. Harvard became the first major US university to reject his administration's demands on Monday, accusing the White House of trying to ""control"" its community.

In a Tuesday morning post on social media, Trump threatened to go beyond withholding the federal funds and targeted Harvard tax-exempt status. Universities, as well as many charities and religious groups, are exempted from paying federal income taxes. This valuable tax break, though, can be removed if the groups become involved in political activities or move away from their stated purposes. ""Perhaps Harvard should lose its Tax Exempt Status and be Taxed as a Political Entity if it keeps pushing political, ideological, and terrorist inspired/supporting ""Sickness?"" he wrote on Truth Social. ""Remember, Tax Exempt Status is totally contingent on acting in the PUBLIC INTEREST!"" Losing the exemption could cost Harvard millions of dollars each year. Later on Tuesday, White House Press Secretary Karoline Leavitt said Trump wanted the university to apologize for what his administration says is continuing tolerance of antisemitism. ""[Trump] wants to see Harvard apologize, and Harvard should apologize,"" Leavitt said.

Watch: White House says Harvard should apologise to Jewish students

The sweeping changes demanded by the White House would have transformed Harvard's operations and ceded a large amount of control to the government. Its letter to Harvard on Friday, obtained by the New York Times, said the university had failed to live up to the ""intellectual and civil rights conditions"" that justify federal investment. The letter included 10 categories for proposed changes, including: reporting students to the federal government who are ""hostile"" to American values

ensuring each academic department is ""viewpoint diverse""

hiring an external government-approved party to audit programs and departments ""that most fuel antisemitic harassment""

checking faculty staff for plagiarism

President Trump has accused leading universities of failing to protect Jewish students when college campuses around the country were roiled by protests against the war in Gaza and US support for Israel last year. The letter orders the university to take disciplinary action for ""violations"" that happened during protests. In explaining its rejection of these demands, Harvard President Alan Garber said the university will not surrender its independence or relinquish its constitutional rights under the First Amendment protecting free speech. ""Although some of the demands outlined by the government are aimed at combating antisemitism, the majority represent direct governmental regulation of the 'intellectual conditions' at Harvard,"" he said. Columbia University agrees to Trump demand for mask ban

Trump pulls $400m from Columbia University

Why has Trump revoked hundreds of international student visas? Shortly after his letter of resistance was sent, the education department said it was freezing $2.2bn in grants and $60m in contracts to Harvard immediately. ""Harvard's statement today reinforces the troubling entitlement mindset that is endemic in our nation's most prestigious universities and colleges,"" the Department of Education said in a statement. The disruption of learning plaguing campuses is unacceptable and the harassment of Jewish students intolerable, the statement said.

A professor of history at Harvard, David Armitage, told the BBC that the school could afford to resist as the richest university in the US and no price was too high to pay for freedom. ""It's a not unexpected act of entirely groundless and vengeful activity by the Trump administration which wants nothing more than to silence freedom of speech,"" he said. In March, the Trump administration said it was reviewing roughly $256m in federal contracts and grants at Harvard, and an additional $8.7bn in multi-year grant commitments. Harvard professors filed a lawsuit in response, alleging the government was unlawfully attacking freedom of speech and academic freedom. Harvard, which has a $53bn endowment, is one of a number of elite universities in the crosshairs of the new presidency. Columbia University in New York City agreed to a number of demands last month after the White House pulled $400m in federal funding. Polling by Gallup last summer suggested that confidence in higher education has been falling over time among Americans of all political backgrounds, partly driven by a growing belief that universities push a political agenda. The decline was particularly steep among Republicans.

Watch: Moment Columbia student Mohsen Mahdawi arrested by ICE",https://www.bbc.com/news/articles/cz01y9gkdm3o,1
Trump tariffs: US orders from Chinese small businesses on hold,"'This is so hard': The Chinese small businesses brought to a standstill by Trump's tariffs

2 hours ago Share Save Laura Bicker China correspondent Reporting from Guangzhou Share Save

The BBC's Laura Bicker: ''A number of businesses in limbo'' in China, after US tariffs on imports

""Trump is a crazy man,"" says Lionel Xu, who is surrounded by his company's mosquito repellent kits – many were once best sellers in Walmart stores in the United States. Now those products are sitting in boxes in a warehouse in China and will remain there unless President Donald Trump lifts his 145% tariffs on all Chinese goods bound for the US. ""This is so hard for us,"" he adds. Around half of all products made by his company Sorbo Technology are sold to the US. It is a small company by Chinese standards and has around 400 workers in Zhejiang province. But they are not alone in feeling the pain of this economic war. ""We are worried. What if Trump doesn't change his mind? That will be a dangerous thing for our factory,"" says Mr Xu.

Nearby, Amy is helping to sell ice cream makers at her booth for the Guangdong Sailing Trade Company. Her key buyers, including Walmart, are also in the US. ""We have stopped production already,"" she says. ""All the products are in the warehouse."" It was the same story at nearly every booth in the sprawling Canton Fair in the trading hub of Guangzhou. When the BBC speaks to Mr Xu, he is getting ready to take some Australian buyers to lunch. They have come looking for a bargain and hope to drive down the price. ""We will see,"" he says about the tariffs. He believes Trump will back down. ""Maybe it will get better in one or two months. Maybe, maybe,"" Mr Xu adds with his fingers crossed.

Xiqing Wang/ BBC The US and China have both slapped high tariffs on each other

Last week, President Trump temporarily paused the vast majority of tariffs after global stock markets tumbled, and a sell-off in the US bond market. But he kept the import levies targeted at Chinese goods being shipped to the US. Beijing responded by imposing its own 125% levies on American imports. This has bewildered traders from more than 30,000 businesses who have come to the annual fair to show off their goods in several exhibition halls the size of 200 football pitches. In the homeware section, firms displayed everything from washing machines to tumble dryers, electric toothbrushes to juicers and waffle makers. Buyers come from all over the world to see the products for themselves and make a deal. But the cost of a food mixer or a vacuum cleaner from China with the added tariffs are now too high for most American firms to pass on the cost to their customers. The world's two largest economies have hit an impasse and Chinese goods meant for US households are piling up on factory floors. The effects of this trade war will likely be felt in kitchens and living rooms across America, who will now have to buy these goods at higher prices. China has maintained its defiant stance and has vowed to fight this trade war ""until the end."" It is a tone also used by some at the fair. Hy Vian, who was looking to buy some electric ovens for his firm, waved off the effects of tariffs. ""If they don't want us to export – then let them wait. We already have a domestic market in China, we will give the best products to the Chinese first.""

Xiqing Wang/ BBC Lionel Xu says he and other staff at Sorbo Technology are worried about what happens if Trump does not lift the tariffs on China

China does have a large population of 1.4 billion people and in theory this is a strong domestic market. Chinese policymakers have also been trying to stimulate more growth in a sluggish economy by encouraging consumers to spend. But it is not working. Many of the country's middle classes have invested their savings in buying the family home, only to watch their house prices slump in the last four years. Now they want to save money – not spend it. While China may be better placed to weather the storm than other countries, the reality is that it is still an export driven economy. Last year, exports accounted for around half of the country's economic growth. China also remains the world's factory – with Goldman Sachs estimating that around 10 to 20 million people in China may be working on US-bound exports alone.

Xiqing Wang/ BBC Businesses at the Canton Fair in Guangzhou said they have stopped sending goods to the US

Some of its workers are already feeling the pain. Not far from the Canton Fair, there are warrens of workshops in Guangdong making clothes, shoes and bags. This is the manufacturing hub for companies such as Shein and Temu. Each building houses several factories on several floors where workers will labour for 14 hours a day. On a pavement near some shoe factories, a few workers were squatting down to chat and smoke. ""Things are not going well,"" says one, who was unwilling to give his name. His friend urges him to stop talking. Discussing economic difficulties can be sensitive in China. ""We've had problems since the Covid pandemic, and now there's this trade war. I used to be paid 300-400 yuan ($40-54) a day, and now I will be lucky if I get 100 yuan a day.""

Xiqing Wang/ BBC The BBC visited a workshop in a Guangzhou village, which has changed from being export oriented to focussing on domestic markets",https://www.bbc.com/news/articles/c05ne2vmd3po,1
Trump blames Zelensky for starting war day after massive Russian attack,"Trump blames Zelensky for starting war after massive Russian attack

3 hours ago Share Save Yang Tian & Ian Aikman BBC News Share Save

Getty Images The US president's comments follow the deadliest strike on civilians in Ukraine this year - an attack which Trump described as a 'mistake'

Donald Trump has again blamed Volodymyr Zelensky for starting the war with Russia – a day after a major Russian attack killed 35 people and injured 117 others in the Ukrainian city of Sumy. The US president said Ukraine's leader shared the blame with Russian President Vladimir Putin for the ""millions of people dead"" in the conflict. ""You don't start a war against someone 20 times your size and then hope that people give you some missiles,"" he said at the White House on Monday. His comments followed Russia's strike on Sumy on Sunday - the deadliest attack on civilians this year. Moscow also hit the city's outskirts on Monday night.

BBC visits scene of destruction in Sumy after Russian attack

Nato's secretary general Mark Rutte went to Ukraine on Tuesday in a show of solidarity with Kyiv following the missile strikes. Joining Zelensky in Odesa, Rutte condemned the ""terrible pattern"" of attacks on civilians and said ""Russia is the aggressor, Russia started this war, there's no doubt"". Trump on Monday had first described the Sumy attack as ""terrible"" but said he had been told Russia had ""made a mistake"". He did not give further detail. Moscow said it had targeted a meeting of Ukrainian soldiers, killing 60 of them, but did not provide any evidence. Meanwhile, Ukrainian media reported that there had been a medal ceremony for military veterans in the city on the day of the attack. Zelensky sacked Sumy's regional chief on Tuesday, for allegedly hosting the event, local media reported. Trump on Monday also blamed his predecessor Joe Biden for the war's casualties- which are estimated in the hundreds of thousands, not the millions he's claimed. ""Millions of people dead because of three people,"" Trump had said. ""Let's say Putin number one, let's say Biden who had no idea what the hell he was doing, number two, and Zelensky."" Questioning Zelensky's competence, he said the Ukrainian leader was ""always looking to purchase missiles"". ""When you start a war, you got to know you can win,"" the US president said. Trump has repeatedly blamed Zelensky and Biden for the war, despite Russia invading Ukraine first in 2014, five years before Zelensky won the presidency, and then launching a full-scale invasion in 2022. Trump further argued on Monday that ""Biden could have stopped it and Zelensky could have stopped it, and Putin should have never started it. Everybody is to blame"". Tensions between Trump and Zelensky have been high since a heated confrontation at the White House in February, where the US leader chided Ukraine's president for not starting peace talks with Russia earlier.

Watch in full: The remarkable exchange between Zelensky, Vance and Trump

By contrast, Trump has taken action to drastically improve relations with Moscow. Trump's administration has sought to broker a ceasefire between Russia and Ukraine and has held negotiations with Moscow that have cut out Kyiv. Trump said he had a ""great"" phone call with Putin last month, and the Russian president sent him a portrait as a gift a week later. In February, Washington voted with Moscow against a UN resolution that identified Russia as the ""aggressor"" in Russia's war against Ukraine. After talks between US and Russian officials failed to produce a ceasefire in Ukraine, Trump said he was ""very angry"" with Putin, though he added he had a ""good relationship"" with the Russian leader.",https://www.bbc.com/news/articles/cg5q0mev07lo,1
Hamas rejects Israeli truce disarmament proposal,"Hamas rejects Israeli ceasefire disarmament proposal, Palestinian official says

58 minutes ago Share Save Yolande Knell Middle East correspondent Reporting from Jerusalem Rushdi Abualouf Gaza correspondent Reporting from Cairo Share Save

EPA Armed members of Hamas's military wing took part in hostage handover ceremonies during the recent ceasefire

Hamas is said to have rejected an Israeli proposal for a six-week ceasefire in Gaza which called for the armed group to give up its weapons. A senior Palestinian official familiar with the talks said the plan gave no commitment to end the war or for an Israeli troop pull-out - key Hamas demands - in exchange for releasing half of the living hostages which it holds. It comes as Israel continues its military offensive in Gaza. A security guard was killed and nine other people were injured in an air strike on a field hospital in Khan Younis, the hospital said. The Israel Defense Forces (IDF) said it struck the head of a Hamas cell.

A UN agency meanwhile warned that ""the humanitarian situation in Gaza is now likely the worst it has been in the 18 months since the outbreak of hostilities"". It is six weeks since Israel allowed any supplies to enter through crossings into the Palestinian territory - by far the longest such stoppage to date. UN agencies strongly refute Israel's claim that there is enough food in Gaza to last for a long time and suggest the blockade could breach international humanitarian law. Israel's prime minister said the block on supplies was aimed at pressuring Hamas to release hostages and to extend the ceasefire which expired on 1 March. At the same time, the UN's humanitarian affairs office stated: ""Partners on the ground report a surge in attacks causing mass civilian casualties and the destruction of some of the remaining infrastructure that's needed to keep people alive.""

Israel is said to have submitted its latest ceasefire proposal to regional mediators late last week, just days after Prime Minister Benjamin Netanyahu met US President Donald Trump in Washington. A Hamas delegation headed by chief negotiator Khalil al-Hayya then met Egyptian intelligence officials in Cairo. The senior Palestinian official told the BBC: ""The Israeli proposal relayed to the movement through Egypt explicitly called for the disarmament of Hamas without any Israeli commitment to end the war or withdraw from Gaza. Hamas therefore rejected the offer in its entirety."" It is understood to be the first time that Israel has added Hamas disarmament as a condition for advancing a ceasefire - a red line for the group. The Palestinian official accused Israel of stalling for time, seeking only to retrieve the hostages while prolonging the war. It is believed that 59 hostages remain in Gaza, of whom 24 are alive. On Tuesday afternoon, the spokesman for Hamas's military wing said it had ""lost contact"" with a group of fighters holding Israeli-American hostage Edan Alexander following what he described as ""a direct strike on their location"". Abu Ubaida produced no evidence to support the claim and gave no indication of when contact had been lost. Israel has said it avoids hitting locations where it believes hostages are being held. Hamas released a video of the 21-year-old soldier on Saturday, in which he appeared to be speaking under duress as he criticised the Israeli government.

Reuters In Israel, polls suggest a majority of Israelis back a new Gaza ceasefire and hostage release deal

Recently released hostages related how many were held with them in dire conditions underground. Some are in poor health with untreated injuries. Hamas has said it is ready to return all of those held captive, in exchange for a complete end to hostilities and full Israeli pull-out from Gaza. It previously offered five hostages in exchange for a truce extension but claims to have shown flexibility on the number of hostages to be released. The BBC understands that Egypt has put forward a modified proposal to Hamas which it is now considering. Israeli media had not been anticipating an imminent ceasefire breakthrough. The newspaper Yedioth Ahronoth quoted an unnamed Israeli senior security official as saying: ""We assess that there will be a deal within two-three weeks, but right now there are still gaps and the distance is great."" ""We want to get them to release 19 living hostages. Israel and the United States are co-ordinated, and the military pressure is having an impact,"" the official went on. ""They have a shortage of gas, and the food and the fuel will run out in a few weeks. The big achievement of the residents' return to the northern Gaza Strip has been erased. Pressure from the residents has begun. That's rattled them."" Israel resumed its bombardment of Gaza on 18 March and then restarted ground operations, saying it was targeting Hamas. The prime minister said future ceasefire talks would be held ""under fire"". Since Israel restarted its offensive in Gaza, at least 1,630 people have been killed - bringing the total killed in 18 months of war to 51,000, according to the latest figures from the Hamas-run health ministry. Some 1,200 people were killed and 251 were taken hostage in the unprecedented Hamas-led 7 October attacks which triggered the war, Israel says.

Anadolu A Kuwaiti field hospital in southern Gaza said a security guard was killed by an Israeli strike at its northern gate on Tuesday

On Tuesday morning, Israeli warplanes struck by the gate of the Kuwaiti Field Hospital in al-Mawasi, a crowded tented area for displaced people on the coast near Khan Younis in southern Gaza, hospital spokesman Saber Abu Arar told the BBC. The man killed worked at the site, he said, and those injured were both hospital staff and patients. Three ambulances and some tents used as a reception area were damaged. Graphic footage released by the field hospital on Facebook showed a man covered in blood being rushed away with attempts made to resuscitate him. The IDF said in a statement that it ""struck the head of a Hamas terrorist cell and a combat zone commander"" outside the hospital, without giving any evidence. It also said a ""precise munition"" was used to mitigate harm in the area. The attack comes after the UN Secretary General, António Guterres, said he was ""deeply alarmed"" at Sunday's strike on al-Ahli Arab Hospital in Gaza City, his spokesman said. Israel said it targeted a building at the site which Hamas was using as ""a command-and-control centre"" - something the group denied. Doctors scrambled to evacuate the hospital, saying they were given just a 20-minute warning by the IDF. A 12-year-old boy being treated for head injuries is said to have died because his care was disrupted. The hospital - which had been the best functioning in northern Gaza - is now out of service and cannot admit new patients. ""Under international humanitarian law, wounded and sick, medical personnel and medical facilities, including hospitals, must be respected and protected,"" the spokesman for Guterres said. He added that the attack dealt ""a severe blow to an already devastated healthcare system in the strip"", adding that with aid blocked, there was strong concern that medical supplies were now running low as well as stocks of food and water.

AFP The UN says almost 400,000 Palestinians have been displaced again since Israel resumed its offensive almost four weeks ago",https://www.bbc.com/news/articles/cdxgy7vwxlxo,1
French prisons hit by wave of overnight attacks,"French prison attacks are 'terrorism' says justice minister

French officials suggested the attacks were linked to the government's crackdown on drug crime

Darmanin suggested the attacks which began on Sunday were a response to the government's crackdown on drug trafficking. France's anti-terrorism prosecutor's office has launched an investigation.

Seven prisons have been targeted, in Toulon, Aix-En-Provence, Marseille, Valence and Nîmes in southern France, and in Villepinte and Nanterre, near Paris.

On Monday night, vehicles were set alight outside several French prisons and one jail was hit by gunfire, in what Gérald Darmanin described as ""terrorist attacks"".

France's Justice Minister said the government would not give in to ""acts of intimidation"" after a wave of attacks targeting prisons across the country.

On Tuesday, Darmanin visited Toulon's La Farlede prison where gunmen opened fired on the prison gate with a Kalashnikov.

""I am delighted that the national anti-terrorism prosecutor's office has taken action because this is extremely serious,"" he told reporters. ""These are terrorist attacks.""

He added that ""significant means"" were being employed to find the perpetrators and they would be given ""extremely severe sentences"".

Darmanin indicated that the ""acts of intimidation against prison workers"" were related to government efforts to tackle drug crime.

""It might also be because we hit them where it hurts,"" he said, ""and for the first time in decades, France is taking extremely serious measures against drug trafficking.""

Earlier on Tuesday, Interior Minister Bruno Retailleau said the government's response must be ""relentless"".

""Those who attack prisons and officers deserve to be locked up in those prisons and monitored by those officers,"" he posted on X.

He added that he had instructed police to immediately strengthen security at prison facilities.

The prison guard union, FO Justice, expressed its ""deepest concern and anger"" following the ""extremely serious"" attacks overnight.

The union posted updates from the aftermath of several attacks on X, including images of burnt-out vehicles in prison car parks and bullet holes in the Toulon prison entrance gate.

It called for urgent government action to protect prison staff.

Another union, Ufap-Unsa Justice, said there were not enough officers to secure prison perimeters ""24/7"".

Ufap said that staff vehicles were among those set on fire outside the jails in Villepinte, Aix-Luynes, Nanterre and Valence.

The union condemned the ""cowardly and heinous attacks [that] aim to terrorise those who embody the authority of the state"".

In Nancy, a prison officer was reportedly threatened at their home, while in Marseille, an attempted arson attack targeted prison officers' accommodation.

Monday night's attacks come after seven vehicles were set on fire in a similar attack on France's national school of prison administration on Sunday, according to FO Justice.

""It is worrying to note that some people no longer hesitate to directly attack the prison's property, a symbol of state authority,"" it said in a statement.

No group has claimed responsibility for the attacks, but the Parisien reports that the letters DDPF - meaning ""French prisoners' rights"" - were found inscribed on damaged vehicles. The AFP news agency says anarchist slogans were found at some sites.",https://www.bbc.com/news/articles/cwy75231z90o,1
Russian hairdresser jailed over neighbour's claim of spreading fake news,"Russian hairdresser jailed over neighbour claim of spreading fake news

1 hour ago Share Save Paul Kirby Europe digital editor Share Save

Pushkin court press service Anna Alexandrova had denied posting anti-war remarks on social media

A hairdresser from St Petersburg has been given a jail term of five years and two months on a charge of spreading fake news about the Russian army. Anna Alexandrova denied posting eight anti-war messages on social media, insisting the case was motivated by a squabble over land with a neighbour. Her neighbour told the BBC that she had complained to prosecutors after Alexandrova had sent her daughter pictures of the war in Ukraine. Discrediting the armed forces and intentionally spreading fake news about the military became a crime in Russia within weeks of the full-scale invasion of Ukraine in February 2022.

Ever since the war began, the Kremlin has intensified a crackdown on dissent, jailing hundreds of opponents and critics and silencing independent media. In a separate case on Tuesday, four journalists were jailed in Moscow for five and a half years after being found guilty of working for an ""extremist organisation"". Antonina Favorskaya, Kostantin Gabov, Sergey Karelin and Artyom Kriger had all insisted they were only doing their jobs as journalists, but the court found they had produced work used by an anti-corruption group founded by Putin's chief opponent Alexei Navalny. Navalny was found dead in a penal colony in the Arctic Circle last year. Video captured by Favorskaya on a courtroom video link the day before Navalny's controversial death was the last time he was ever seen alive. Favorskaya worked for independent outlet SotaVision and was eventually arrested in March 2024 filming in a cemetery where he was buried.

Getty Images The four journalists (L-R) Konstantin Gabov, Antonina Favorskaya, Artyom Kriger and Sergei Karelin were all given five and a half years in jail",https://www.bbc.com/news/articles/cd7vy9yenw7o,1
Gene Hackman: Rodent nests found near house where Betsy Arakawa died,"Rodent nests found near house where Gene Hackman's wife died of hantavirus

5 hours ago Share Save Ewan Somerville BBC News Share Save

Getty Images Gene Hackman with his wife Betsy Arakawa in 1986

Nests and some dead rodents were found in outbuildings of the house where Oscar-winning actor Gene Hackman and his wife Betsy Arakawa were found dead. New Mexico Department of Public Health records seen by BBC News documented evidence of the animals in eight detached buildings at their home in Santa Fe. US officials previously confirmed that Ms Arakawa, 65, died from a respiratory illness linked to hantavirus, which can be transmitted by infected rodents. It is believed she died a week before her husband, 95, who was in the advanced stages of Alzheimer's disease. Authorities found the deceased couple in their home in February.

An environmental assessment of the property took place on 5 March, a week after they were discovered, as part of the investigation into their deaths. It found rodent faeces, a live rodent, dead rodent and a rodent nest in three garages, in addition to further rodent droppings in two small external houses and three sheds. Traps had also been set up. There were sightings of rodents, a nest and faeces in two abandoned vehicles or farming machinery in the grounds of the property. All eight detached outbuildings were within 50 yards (45 metres) of the main house where the couple lived, which itself was ""clean with no signs of rodent activity,"" New Mexico public health officials said in their eight-page report.

Listen to the 911 call after two bodies found at Hackman residence",https://www.bbc.com/news/articles/c3evzk5gx0vo,1
CBEX accounts in Nigeria: People fear savings lost as investment app freezes them out,"Nigerians fear savings lost as investment app freezes them out

7 hours ago Share Save Mansur Abubakar BBC News Share Save

Getty Images Investors were attracted by the promise of high interest rates

Angry Nigerians are turning to social media to describe how they have been locked out of their accounts on the digital financial platform, CBEX. People have posted videos of themselves crying, saying that they could not withdraw their investments and worried that their money had gone. Some furious customers ransacked a CBEX office in the south-west city of Ibadan, carting off chairs, air-conditioners and a solar panel. CBEX has not yet publicly commented. The company had promised that investors would double their money every month. Nigeria is currently facing straitened economic times and many are desperate to find a way to boost their income.

One investor, identified as Ola, told BBC Pidgin that he feared he had lost 450,000 naira ($280; £210). ""I was ready to withdraw all my investment just last week but my friend told me to be patient and wait - and now it has crashed,"" Ola said. Many others have shared similar stories online, with one person talking about losing $16,000. The problem was first noticed over the weekend, but the anger boiled over when Monday came and people were still not able to access their money. Some investors who made complaints on the private messaging service Telegram received responses from CBEX. They were told that the problem was the result of a hack and things will be resolved soon. Nigeria's Securities and Exchange Commission (Sec), which regulates the investment secotr, has not yet responded to a BBC request for comment. But Sec has previously warned citizens about the risks surrounding unregulated digital platforms and potential Ponzi schemes For some, the situation brings back painful memories from 2016 when another popular financial scheme, called MMM, froze its transactions, leaving many investors heartbroken. Members were supposed to receive a 30% return on their investment in just 30 days. It launched in Nigeria in November 2015 and according to its founders, had up to three million members before it collapsed.

More BBC stories on Nigeria:

Getty Images/BBC",https://www.bbc.com/news/articles/cx2w9v91je1o,1
Peru's ex-President Ollanta Humala guilty of money laundering,"Peru's ex-President Ollanta Humala guilty of money laundering

2 hours ago Share Save Vanessa Buschschlüter BBC News Share Save

Reuters Ollanta Humala was president of Peru from 2011 to 2016

Peru's former president, Ollanta Humala, has been found guilty of money laundering and sentenced to 15 years in prison. A court in the capital, Lima, said that Humala had accepted illegal funds from the Brazilian construction company Odebrecht to bankroll his election campaigns in 2006 and 2011. His wife, Nadine Heredia, who co-founded the Nationalist Party with Humala, has also been found guilty of money laundering and sentenced to 15 years. Prosecutors had asked that Humala be sentenced to 20 years in jail and Heredia to 26 and a half years.

After a trial lasting more than three years, the court gave its long-awaited verdict on Tuesday. Humala attended the verdict in person while his wife heard it via video link. The 62-year-old former president and his wife had denied any wrongdoing.

Who is Ollanta Humala?",https://www.bbc.com/news/articles/c33z6kn7xvyo,1
"Architect Antoni Gaudí on path to sainthood, Pope confirms","Pope puts architect Antoni Gaudí on path to sainthood

That is an early step on the road to a candidate for sainthood being formally canonised by the Catholic Church.

On Monday, the Vatican issued a statement which said Pope Francis had authorised a decree declaring the Catalonia-born architect ""venerable"".

Gaudí - who has been dubbed by some as ""God's architect"" - is the designer of one of Spain's most famous religious sites and tourist attractions, the unfinished Sagrada Familia basilica in Barcelona.

The Vatican has put Spanish architect Antoni Gaudí on the path to sainthood in recognition of his ""heroic virtues"".

Casa Batlló is among his other works scattered around Barcelona

It is the latest development in a decades-long campaign to have Gaudí, who was a devout Catholic, recognised as a saint.

The Archbishop of Barcelona, Cardinal Juan Jose Omella, called the news a ""joy"".

""It is a recognition not only of his architectural work but something more important,"" he said, according to AFP news agency.

The cardinal continued: ""He is saying you... amid life's difficulties, amid work, amid pain, amid suffering, are destined to be saints.""

The usual formal process for someone to be declared a saint would next involve beatification, one step short of full sainthood.

That is a category reserved for martyrs, those deemed to have lived a life of heroic values and candidates who the Church declares to have a saintly reputation.

In the case of Gaudí, who died in 1926 after being hit by a tram while walking to church, the Vatican would likely require proof of a miracle that could be attributed to him post-death in order to proceed with beatification.

Gaudí was born in 1852 and many of his best known works continue to attract visitors to Barcelona, where much of his legacy is situated.

The Sagrada Familia basilica has been under construction since 1883 and remains unfinished.

It has been placed on Unesco's World Heritage list, along with some of Gaudi's other works, and was consecrated by Pope Benedict XVI in 2010.",https://www.bbc.com/news/articles/cn5xepgypplo,1
